1	7.78048262366134e-06
2	7.58542379180602e-06
3	7.0551814661801e-06
4	6.70481730894665e-06
5	6.39724561919423e-06
6	5.85014488505945e-06
7	5.75055921659017e-06
8	4.99247180242106e-06
9	4.79449687006972e-06
10	4.44161544766968e-06
11	4.42909077945966e-06
12	4.16815461804601e-06
13	3.96186935072376e-06
14	3.79067274523981e-06
15	3.65114514093303e-06
16	3.41780582945158e-06
17	3.28880200016869e-06
18	3.12551378763057e-06
19	2.8925639191623e-06
20	2.75246036328734e-06
21	2.65140722672346e-06
22	2.52087339708077e-06
23	2.33091856778138e-06
24	2.29643649677531e-06
25	2.23411920379394e-06
26	2.15366088718359e-06
27	2.07005407120255e-06
28	1.95443806190425e-06
29	1.84272741605605e-06
30	1.73674273361086e-06
31	1.68319006229612e-06
32	1.66192891466906e-06
33	1.5340429120179e-06
34	1.50527046101047e-06
35	1.43057060787021e-06
36	1.37211530996959e-06
37	1.3065696451882e-06
38	1.25823748617958e-06
39	1.21649432864687e-06
40	1.19016532328081e-06
41	1.06643033858129e-06
42	1.03508971831659e-06
43	1.00771281982964e-06
44	9.46262488295471e-07
45	9.12733171107296e-07
46	8.71040103990408e-07
47	8.15765486533877e-07
48	8.1308962661513e-07
49	7.81667979210955e-07
50	7.32334147947888e-07
51	6.74104503037272e-07
52	6.48978803542687e-07
53	6.02351523381764e-07
54	5.91405602895669e-07
55	5.77449761127927e-07
56	5.44317392194493e-07
57	5.24108535943754e-07
58	4.89674119867832e-07
59	4.84580246226129e-07
60	4.37430738787762e-07
61	4.25766752227196e-07
62	4.11603590012894e-07
63	4.01539603479751e-07
64	3.81618389344194e-07
65	3.62300206824127e-07
66	3.49951241617695e-07
67	3.33872043968547e-07
68	3.13487777996817e-07
69	3.08217893569247e-07
70	2.9048275459393e-07
71	2.79981039291611e-07
72	2.6661133988476e-07
73	2.6149333673842e-07
74	2.42500288349661e-07
75	2.34537213309065e-07
76	2.18923144702532e-07
77	2.07108013645044e-07
78	2.00403218161057e-07
79	1.97057144812989e-07
80	1.88716723029916e-07
81	1.85831983393464e-07
82	1.8034814180377e-07
83	1.68479472823987e-07
84	1.64143548110397e-07
85	1.54292631430569e-07
86	1.52085052999636e-07
87	1.39903437208358e-07
88	1.3656275023877e-07
89	1.31291554733643e-07
90	1.27608231778023e-07
91	1.24781283143562e-07
92	1.19828914669045e-07
93	1.15481070864806e-07
94	1.12651478164698e-07
95	1.07262613013712e-07
96	1.04097438838799e-07
97	9.97517214790073e-08
98	9.39008859098984e-08
99	8.93739608836481e-08
100	8.77364384735964e-08
101	8.33606862212136e-08
102	8.05419687456901e-08
103	7.57032764838116e-08
104	7.45141062647212e-08
105	6.9574761593565e-08
106	6.80825315869561e-08
107	6.46162678448694e-08
108	6.28920155649276e-08
109	6.09951554791215e-08
110	5.98573083602119e-08
111	5.5903455700749e-08
112	5.57961968238027e-08
